id,text,created_at,lang,author_id,retweet_count,urls
1576784153286434818,"Venham ver a maravilhosa @/jessie.r.p falando um pouco sobre o sotaque britânico do Joseph e os outros sotaques que ele consegue reproduzir com perfeição 💙

#josephquinn #josephquinnbrasil #eddiemunson #eddiemunsonfandom #eddiemunsonbrasil #strangerthings4 #strangerthingsbrasil https://t.co/uh2sQnRCp7",2022-10-03T04:00:12Z,pt,1555165071596216322,2,['https://t.co/uh2sQnRCp7']
1576755145693855744,"RT @euLiaCasttro: Corpinho todo natural pra exibir na chamada de vídeo pra você 😏
Sou uma delícia na sua vida né amor?!

-Vem fazer um call…",2022-10-03T02:04:56Z,pt,4705876045,19,[]
1576733941780090881,"E esse vídeo promo de Stranger Things 4? Lembravam dele? 
Precisa ser exaltado 🤤😍

#josephquinn #eddiemunson #strangerthings4 https://t.co/LvcRqVJCa1",2022-10-03T00:40:40Z,pt,1569347027410063360,2,['https://t.co/LvcRqVJCa1']
1576702889157763072,eu tô muito lindaaaaaaa com essa camisa do Eddie 🥰🥰🥰#StrangerThings4,2022-10-02T22:37:17Z,pt,1243581592708276229,0,[]
1576660476917784576,"📸 Paris Fashion Week continua rendendo cliques perfeitos do nosso Joe ♥️♥️♥️

• Via Pinterest

• Editado por: Equipe @josephquinnbr_2 
Se repostar, nos dê os créditos.

#josephquinn #josephquinnbrasil #eddiemunson #eddiemunsonfandom #eddiemunsonbrasil #strangerthings4 https://t.co/9Fnsst4LcR",2022-10-02T19:48:45Z,pt,1555165071596216322,0,"['https://t.co/9Fnsst4LcR', 'https://t.co/9Fnsst4LcR']"
1576585032457932800,"🚲💡🕷️
Para mais itens de Stranger Things, incluindo roupas, quadros, mochilas e muito mais, acesse o link da coleção;
https://t.co/kmsotgPrnh

#StrangerThings4 #Shoppeaffiliate #shoppee
#StrangerThings5 #SingaporeGP #스트레이키즈 #PrayForKanjuruhan #MotoGP",2022-10-02T14:48:57Z,pt,1576281639335886849,0,['https://t.co/kmsotgPrnh']
1576583463196852226,"Mike com os amigos// Mike com a El

#StrangerThings4 https://t.co/6KPMOOVefC",2022-10-02T14:42:43Z,pt,1246957686962487306,0,['https://t.co/6KPMOOVefC']
1576411260304134144,RT @CicyAlmeida: Tremidinha de milhões 😈 #dynhoalves #cicyalmeida #fy #foryou #lapdance #StrangerThings4 https://t.co/3Q7XM1aodo,2022-10-02T03:18:27Z,pt,1391940831079186433,27,['https://t.co/3Q7XM1aodo']
1576410994691043328,"RT @PhobiacomS_: Rodinha de oração p sexta tá forte
#StrangerThings4 https://t.co/FvXX8OZnrV",2022-10-02T03:17:24Z,pt,205865321,28,['https://t.co/FvXX8OZnrV']
1576366225315143680,"Foge foge mulher maravilha foge foge com o super man… 👀🦸‍♂️

📸 Fonte: Pinterest 

• Editado por: Equipe @josephquinnbr_2 → Se repostar nos dê os créditos!

#josephquinn #josephquinnbrasil #eddiemunson #hellfireclub #eddiemunsonfandom #eddiemunsonbrasil #strangerthings4 https://t.co/TsqpVeCsvM",2022-10-02T00:19:30Z,pt,1555165071596216322,0,"['https://t.co/TsqpVeCsvM', 'https://t.co/TsqpVeCsvM']"
1576363297003425792,"RT @josephquinnbr_2: Quem também teria a mesma reação vendo o Joseph pessoalmente??? 

• Editado por: Equipe @josephquinnbr_2 → Se repostar…",2022-10-02T00:07:52Z,pt,1531068907439669250,1,[]
